{'Device Status': 'Connected', 'Name': 'Gregory Callahan', 'User Name': 'craig15', 'MAC Address': '6f:19:66:ec:88:bb', 'IP Address': '73.205.105.74', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -45, 'Best RSSI (dBm)': -39, 'Uplink Data': 222888, 'Downlink Data': 678313, 'Avg. data rate': 531, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 15, 46, 28, 4485), 'First Detected At': datetime.datetime(2024, 2, 5, 1, 27, 38, 269590), 'Location': 'Dianaside', 'Sticky': True, 'Tag': 'city'}
{'Device Status': 'Connected', 'Name': 'Daniel Adams', 'User Name': 'jodistout', 'MAC Address': 'af:98:34:97:1b:f2', 'IP Address': '93.79.161.18', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -60, 'Best RSSI (dBm)': -71, 'Uplink Data': 788410, 'Downlink Data': 245001, 'Avg. data rate': 130, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 22, 57, 26, 103707), 'First Detected At': datetime.datetime(2024, 1, 20, 15, 49, 5, 521546), 'Location': 'West Patricia', 'Sticky': True, 'Tag': 'community'}
{'Device Status': 'Failed', 'Name': 'William Lopez', 'User Name': 'zlindsey', 'MAC Address': '9e:ec:05:fe:8a:04', 'IP Address': '163.147.77.241', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -52, 'Best RSSI (dBm)': -60, 'Uplink Data': 213821, 'Downlink Data': 406015, 'Avg. data rate': 410, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 9, 26, 35, 806605), 'First Detected At': datetime.datetime(2024, 1, 12, 6, 40, 54, 190217), 'Location': 'Donnaton', 'Sticky': True, 'Tag': 'particular'}
{'Device Status': 'Connected', 'Name': 'Raymond Knight', 'User Name': 'williamstammy', 'MAC Address': 'dc:70:72:b8:7b:d0', 'IP Address': '93.98.27.64', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -78, 'Best RSSI (dBm)': -46, 'Uplink Data': 609094, 'Downlink Data': 459985, 'Avg. data rate': 107, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 13, 40, 33, 14934), 'First Detected At': datetime.datetime(2024, 1, 4, 16, 11, 26, 104103), 'Location': 'Jamesfort', 'Sticky': True, 'Tag': 'everything'}
{'Device Status': 'Failed', 'Name': 'Cathy Henderson DDS', 'User Name': 'salazarpatrick', 'MAC Address': '08:0b:cb:4f:5d:f7', 'IP Address': '71.203.179.207', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -61, 'Best RSSI (dBm)': -80, 'Uplink Data': 559537, 'Downlink Data': 56729, 'Avg. data rate': 421, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 5, 16, 30, 541692), 'First Detected At': datetime.datetime(2024, 1, 8, 12, 20, 59, 573992), 'Location': 'Frankville', 'Sticky': False, 'Tag': 'these'}
{'Device Status': 'Failed', 'Name': 'James Hawkins', 'User Name': 'michaelglenn', 'MAC Address': 'a9:b9:77:3a:db:6f', 'IP Address': '93.172.169.174', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -49, 'Best RSSI (dBm)': -39, 'Uplink Data': 288698, 'Downlink Data': 354573, 'Avg. data rate': 285, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 13, 4, 58, 207265), 'First Detected At': datetime.datetime(2024, 1, 26, 5, 37, 11, 606038), 'Location': 'West Evan', 'Sticky': True, 'Tag': 'step'}
{'Device Status': 'Failed', 'Name': 'Patricia Cross', 'User Name': 'marshallcandace', 'MAC Address': 'cc:39:91:3c:ee:cc', 'IP Address': '188.184.11.27', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -67, 'Best RSSI (dBm)': -56, 'Uplink Data': 635691, 'Downlink Data': 366391, 'Avg. data rate': 76, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 2, 43, 24, 883064), 'First Detected At': datetime.datetime(2024, 1, 29, 5, 11, 4, 501530), 'Location': 'Hesterville', 'Sticky': False, 'Tag': 'hair'}
{'Device Status': 'Connected', 'Name': 'Deborah Massey', 'User Name': 'bennettryan', 'MAC Address': '3b:13:72:f1:c0:01', 'IP Address': '112.253.93.89', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -60, 'Best RSSI (dBm)': -85, 'Uplink Data': 874838, 'Downlink Data': 592146, 'Avg. data rate': 831, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 9, 18, 4, 3055), 'First Detected At': datetime.datetime(2024, 1, 14, 4, 55, 54, 466717), 'Location': 'Rogersstad', 'Sticky': True, 'Tag': 'either'}
{'Device Status': 'Connected', 'Name': 'Ryan Ryan', 'User Name': 'benjamin59', 'MAC Address': '73:ff:86:52:06:40', 'IP Address': '223.14.128.194', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -71, 'Best RSSI (dBm)': -53, 'Uplink Data': 272955, 'Downlink Data': 769567, 'Avg. data rate': 753, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 13, 13, 59, 615007), 'First Detected At': datetime.datetime(2024, 1, 26, 10, 58, 4, 35004), 'Location': 'Lake Carlosside', 'Sticky': True, 'Tag': 'until'}
{'Device Status': 'Failed', 'Name': 'Mrs. Monica Franklin', 'User Name': 'whopkins', 'MAC Address': 'e1:2d:1a:02:2f:1d', 'IP Address': '39.151.1.154', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -61, 'Best RSSI (dBm)': -80, 'Uplink Data': 12621, 'Downlink Data': 279033, 'Avg. data rate': 497, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 11, 40, 57, 970123), 'First Detected At': datetime.datetime(2024, 2, 2, 21, 51, 57, 290303), 'Location': 'Maryport', 'Sticky': False, 'Tag': 'example'}
{'Device Status': 'Connected', 'Name': 'Zachary Blake', 'User Name': 'stevenaguilar', 'MAC Address': '1b:a3:a9:f2:73:3c', 'IP Address': '222.238.89.142', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -61, 'Best RSSI (dBm)': -98, 'Uplink Data': 661044, 'Downlink Data': 326979, 'Avg. data rate': 58, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 9, 46, 1, 561074), 'First Detected At': datetime.datetime(2024, 1, 25, 14, 13, 31, 158884), 'Location': 'East Nancy', 'Sticky': False, 'Tag': 'exactly'}
{'Device Status': 'Connected', 'Name': 'Deborah Wise', 'User Name': 'hmoon', 'MAC Address': '71:93:e7:b0:eb:21', 'IP Address': '143.133.69.96', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -87, 'Best RSSI (dBm)': -69, 'Uplink Data': 484133, 'Downlink Data': 993667, 'Avg. data rate': 243, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 23, 27, 33, 639836), 'First Detected At': datetime.datetime(2024, 1, 15, 16, 54, 29, 578754), 'Location': 'East Deannaview', 'Sticky': True, 'Tag': 'respond'}
{'Device Status': 'Failed', 'Name': 'Kimberly Parker', 'User Name': 'qmoore', 'MAC Address': 'a5:71:2e:c7:20:20', 'IP Address': '8.63.34.186', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -33, 'Best RSSI (dBm)': -40, 'Uplink Data': 723443, 'Downlink Data': 952607, 'Avg. data rate': 776, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 5, 11, 9, 18563), 'First Detected At': datetime.datetime(2024, 1, 11, 14, 1, 3, 190976), 'Location': 'Pughmouth', 'Sticky': False, 'Tag': 'time'}
{'Device Status': 'Failed', 'Name': 'Douglas Smith', 'User Name': 'gibsonheather', 'MAC Address': '84:75:f2:e0:8b:20', 'IP Address': '31.162.3.118', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -51, 'Best RSSI (dBm)': -61, 'Uplink Data': 816301, 'Downlink Data': 405161, 'Avg. data rate': 248, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 9, 24, 40, 464221), 'First Detected At': datetime.datetime(2024, 1, 26, 16, 5, 27, 667370), 'Location': 'Avilachester', 'Sticky': True, 'Tag': 'choose'}
{'Device Status': 'Failed', 'Name': 'Angela Horn', 'User Name': 'rossmorgan', 'MAC Address': '3e:17:5a:3a:a8:11', 'IP Address': '15.188.150.139', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -74, 'Best RSSI (dBm)': -82, 'Uplink Data': 911421, 'Downlink Data': 358446, 'Avg. data rate': 968, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 11, 37, 10, 134053), 'First Detected At': datetime.datetime(2024, 1, 28, 23, 59, 36, 69829), 'Location': 'Jacksonberg', 'Sticky': True, 'Tag': 'quickly'}
{'Device Status': 'Failed', 'Name': 'Matthew Contreras', 'User Name': 'charding', 'MAC Address': 'b7:db:37:fb:1e:ad', 'IP Address': '221.232.249.59', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -72, 'Best RSSI (dBm)': -81, 'Uplink Data': 68855, 'Downlink Data': 493371, 'Avg. data rate': 281, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 7, 17, 10, 300762), 'First Detected At': datetime.datetime(2024, 1, 13, 3, 53, 1, 750869), 'Location': 'Vickieton', 'Sticky': True, 'Tag': 'later'}
{'Device Status': 'Connected', 'Name': 'Jeremy Wilson', 'User Name': 'thomasjill', 'MAC Address': '48:0e:89:36:a5:d8', 'IP Address': '79.118.189.229', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -71, 'Best RSSI (dBm)': -68, 'Uplink Data': 530335, 'Downlink Data': 177766, 'Avg. data rate': 353, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 15, 12, 37, 265395), 'First Detected At': datetime.datetime(2024, 1, 11, 17, 32, 3, 282081), 'Location': 'Johnsonburgh', 'Sticky': False, 'Tag': 'white'}
{'Device Status': 'Connected', 'Name': 'Kevin Soto', 'User Name': 'waynedoyle', 'MAC Address': '60:d5:86:c2:02:a3', 'IP Address': '1.52.5.107', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -83, 'Best RSSI (dBm)': -80, 'Uplink Data': 823455, 'Downlink Data': 67072, 'Avg. data rate': 207, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 17, 24, 36, 548282), 'First Detected At': datetime.datetime(2024, 2, 5, 12, 28, 38, 644078), 'Location': 'Wardside', 'Sticky': False, 'Tag': 'could'}
{'Device Status': 'Connected', 'Name': 'Tyrone Lin', 'User Name': 'jasminebarber', 'MAC Address': '84:a8:33:9b:50:fe', 'IP Address': '209.89.62.17', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -56, 'Best RSSI (dBm)': -42, 'Uplink Data': 158180, 'Downlink Data': 802717, 'Avg. data rate': 468, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 18, 5, 58, 354580), 'First Detected At': datetime.datetime(2024, 1, 4, 20, 23, 0, 883066), 'Location': 'Fergusonberg', 'Sticky': False, 'Tag': 'describe'}
{'Device Status': 'Connected', 'Name': 'Anthony Blackwell', 'User Name': 'alanmarquez', 'MAC Address': '46:90:ea:7a:0f:59', 'IP Address': '74.119.198.39', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -82, 'Best RSSI (dBm)': -92, 'Uplink Data': 291899, 'Downlink Data': 348802, 'Avg. data rate': 598, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 4, 59, 27, 400435), 'First Detected At': datetime.datetime(2024, 1, 28, 10, 42, 21, 790849), 'Location': 'Nathanbury', 'Sticky': True, 'Tag': 'step'}
{'Device Status': 'Connected', 'Name': 'Jason Wilson', 'User Name': 'kellythompson', 'MAC Address': 'a4:e0:e0:52:50:aa', 'IP Address': '73.221.20.112', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -71, 'Best RSSI (dBm)': -80, 'Uplink Data': 327140, 'Downlink Data': 949200, 'Avg. data rate': 315, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 6, 6, 17, 887999), 'First Detected At': datetime.datetime(2024, 1, 1, 8, 15, 2, 851534), 'Location': 'Andrewmouth', 'Sticky': True, 'Tag': 'watch'}
{'Device Status': 'Connected', 'Name': 'Julia Hawkins', 'User Name': 'edwardsjason', 'MAC Address': '12:04:f7:f2:4c:f6', 'IP Address': '29.227.233.201', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -82, 'Best RSSI (dBm)': -84, 'Uplink Data': 30526, 'Downlink Data': 588130, 'Avg. data rate': 791, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 4, 43, 19, 533172), 'First Detected At': datetime.datetime(2024, 1, 15, 13, 9, 5, 99946), 'Location': 'Port Brandy', 'Sticky': False, 'Tag': 'news'}
{'Device Status': 'Failed', 'Name': 'Alan Mcbride', 'User Name': 'megansmith', 'MAC Address': '5d:dd:b3:c1:e9:ec', 'IP Address': '61.80.60.59', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -74, 'Best RSSI (dBm)': -59, 'Uplink Data': 562570, 'Downlink Data': 140000, 'Avg. data rate': 22, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 14, 1, 24, 502169), 'First Detected At': datetime.datetime(2024, 1, 14, 18, 47, 59, 634011), 'Location': 'Gregorystad', 'Sticky': False, 'Tag': 'although'}
{'Device Status': 'Connected', 'Name': 'Colleen Williams', 'User Name': 'jasonsandoval', 'MAC Address': '50:b9:a8:01:cb:a4', 'IP Address': '85.175.131.47', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -48, 'Best RSSI (dBm)': -51, 'Uplink Data': 502856, 'Downlink Data': 495662, 'Avg. data rate': 966, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 10, 47, 16, 502067), 'First Detected At': datetime.datetime(2024, 2, 1, 3, 39, 41, 657165), 'Location': 'Sherylville', 'Sticky': False, 'Tag': 'remain'}
{'Device Status': 'Connected', 'Name': 'Philip Hanson', 'User Name': 'richardsmichael', 'MAC Address': '50:18:87:9c:f9:5f', 'IP Address': '7.102.166.246', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -85, 'Best RSSI (dBm)': -95, 'Uplink Data': 404854, 'Downlink Data': 428315, 'Avg. data rate': 997, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 23, 42, 54, 11203), 'First Detected At': datetime.datetime(2024, 2, 2, 4, 49, 35, 668522), 'Location': 'Lake Samuel', 'Sticky': True, 'Tag': 'class'}
{'Device Status': 'Failed', 'Name': 'Victoria Wood', 'User Name': 'frankkevin', 'MAC Address': '88:f4:0e:7d:0f:05', 'IP Address': '40.27.141.238', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -88, 'Best RSSI (dBm)': -40, 'Uplink Data': 462026, 'Downlink Data': 405811, 'Avg. data rate': 888, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 23, 17, 3, 970878), 'First Detected At': datetime.datetime(2024, 2, 1, 13, 11, 45, 512372), 'Location': 'Jacquelineland', 'Sticky': True, 'Tag': 'certain'}
{'Device Status': 'Connected', 'Name': 'Annette Mitchell', 'User Name': 'danieljones', 'MAC Address': 'a1:17:59:d4:b2:15', 'IP Address': '211.216.109.106', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -50, 'Best RSSI (dBm)': -66, 'Uplink Data': 327897, 'Downlink Data': 537301, 'Avg. data rate': 104, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 9, 9, 16, 928119), 'First Detected At': datetime.datetime(2024, 1, 20, 16, 34, 19, 522815), 'Location': 'Port Michaelfurt', 'Sticky': True, 'Tag': 'door'}
{'Device Status': 'Connected', 'Name': 'Samantha Williams', 'User Name': 'tiffanygomez', 'MAC Address': '7c:6a:33:0c:16:54', 'IP Address': '96.142.157.212', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -81, 'Best RSSI (dBm)': -66, 'Uplink Data': 210668, 'Downlink Data': 558114, 'Avg. data rate': 551, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 14, 51, 10, 857290), 'First Detected At': datetime.datetime(2024, 1, 10, 20, 22, 23, 194025), 'Location': 'Caseymouth', 'Sticky': True, 'Tag': 'some'}
{'Device Status': 'Failed', 'Name': 'Brittany Curry', 'User Name': 'amack', 'MAC Address': '64:72:77:ec:5b:4c', 'IP Address': '2.12.53.204', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -75, 'Best RSSI (dBm)': -90, 'Uplink Data': 821714, 'Downlink Data': 778107, 'Avg. data rate': 263, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 10, 12, 44, 976565), 'First Detected At': datetime.datetime(2024, 1, 11, 0, 4, 45, 423821), 'Location': 'North Rita', 'Sticky': True, 'Tag': 'pass'}
{'Device Status': 'Connected', 'Name': 'Amanda Nelson', 'User Name': 'randall53', 'MAC Address': '81:81:55:d6:71:90', 'IP Address': '40.73.113.248', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -49, 'Best RSSI (dBm)': -68, 'Uplink Data': 408654, 'Downlink Data': 699156, 'Avg. data rate': 497, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 19, 22, 22, 887910), 'First Detected At': datetime.datetime(2024, 1, 28, 9, 0, 34, 440805), 'Location': 'New Christopherton', 'Sticky': True, 'Tag': 'enough'}
{'Device Status': 'Connected', 'Name': 'Crystal Cole', 'User Name': 'matthewclayton', 'MAC Address': 'ef:77:3c:2a:88:ee', 'IP Address': '51.198.234.193', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -62, 'Best RSSI (dBm)': -88, 'Uplink Data': 483993, 'Downlink Data': 868446, 'Avg. data rate': 527, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 17, 47, 9, 720429), 'First Detected At': datetime.datetime(2024, 1, 19, 10, 47, 29, 408754), 'Location': 'Lake Johnny', 'Sticky': False, 'Tag': 'simple'}
{'Device Status': 'Failed', 'Name': 'Matthew Gonzalez', 'User Name': 'mary86', 'MAC Address': 'c8:2b:86:b0:71:12', 'IP Address': '176.103.23.226', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -84, 'Best RSSI (dBm)': -57, 'Uplink Data': 249333, 'Downlink Data': 972719, 'Avg. data rate': 656, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 0, 1, 52, 685915), 'First Detected At': datetime.datetime(2024, 1, 23, 5, 39, 19, 231962), 'Location': 'Port Carrieland', 'Sticky': True, 'Tag': 'until'}
{'Device Status': 'Connected', 'Name': 'Michael Thomas', 'User Name': 'tjenkins', 'MAC Address': 'a0:73:e6:99:ae:67', 'IP Address': '132.189.126.116', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -92, 'Best RSSI (dBm)': -60, 'Uplink Data': 315541, 'Downlink Data': 90561, 'Avg. data rate': 427, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 0, 33, 39, 281542), 'First Detected At': datetime.datetime(2024, 1, 1, 15, 54, 44, 573054), 'Location': 'South Samuel', 'Sticky': False, 'Tag': 'strong'}
{'Device Status': 'Failed', 'Name': 'Victoria Wilson', 'User Name': 'davidpacheco', 'MAC Address': '28:d9:7e:a8:56:25', 'IP Address': '137.85.98.254', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -61, 'Best RSSI (dBm)': -49, 'Uplink Data': 797986, 'Downlink Data': 739602, 'Avg. data rate': 786, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 11, 28, 4, 970815), 'First Detected At': datetime.datetime(2024, 1, 31, 18, 8, 24, 550690), 'Location': 'Karenfort', 'Sticky': True, 'Tag': 'what'}
{'Device Status': 'Failed', 'Name': 'Nicole Mann', 'User Name': 'ramoserica', 'MAC Address': '8e:95:7f:d0:f4:ef', 'IP Address': '35.245.128.65', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -86, 'Best RSSI (dBm)': -48, 'Uplink Data': 348370, 'Downlink Data': 196850, 'Avg. data rate': 796, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 5, 51, 58, 846258), 'First Detected At': datetime.datetime(2024, 1, 1, 5, 28, 0, 928064), 'Location': 'Port Gregory', 'Sticky': False, 'Tag': 'bring'}
{'Device Status': 'Failed', 'Name': 'Tonya Hernandez', 'User Name': 'frank28', 'MAC Address': '4b:e8:2b:b6:4a:68', 'IP Address': '211.163.122.57', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -85, 'Best RSSI (dBm)': -30, 'Uplink Data': 774192, 'Downlink Data': 236142, 'Avg. data rate': 35, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 19, 3, 32, 621141), 'First Detected At': datetime.datetime(2024, 1, 6, 9, 12, 4, 31701), 'Location': 'Dustinside', 'Sticky': False, 'Tag': 'by'}
{'Device Status': 'Failed', 'Name': 'Amanda Perez', 'User Name': 'marisalam', 'MAC Address': '96:99:47:6b:81:72', 'IP Address': '86.5.255.149', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -66, 'Best RSSI (dBm)': -91, 'Uplink Data': 461033, 'Downlink Data': 722929, 'Avg. data rate': 186, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 5, 39, 10, 308836), 'First Detected At': datetime.datetime(2024, 1, 9, 14, 17, 20, 905042), 'Location': 'Ryanhaven', 'Sticky': False, 'Tag': 'Congress'}
{'Device Status': 'Connected', 'Name': 'Tammy Johnson', 'User Name': 'brownmathew', 'MAC Address': 'ab:a8:2f:db:4c:44', 'IP Address': '155.7.222.174', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -69, 'Best RSSI (dBm)': -30, 'Uplink Data': 315990, 'Downlink Data': 238748, 'Avg. data rate': 54, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 5, 51, 14, 282837), 'First Detected At': datetime.datetime(2024, 1, 16, 5, 2, 21, 195317), 'Location': 'Danielstad', 'Sticky': False, 'Tag': 'hand'}
